Fit Curves X	Sum 'Fit Sum'
540.0	9.739243982551287E-16
541.0	1.896824046705124E-15
542.0	3.675355339335993E-15
543.0	7.085036742481319E-15
544.0	1.3587994608989821E-14
545.0	2.5926214569420857E-14
546.0	4.921453002151613E-14
547.0	9.294329379646126E-14
548.0	1.746277516496958E-13
549.0	3.2642164693407266E-13
550.0	6.070369496207437E-13
551.0	1.1231086913505858E-12
552.0	2.0672782498420015E-12
553.0	3.785703256576066E-12
554.0	6.897070860863937E-12
555.0	1.2501245769262753E-11
556.0	2.2543034966295716E-11
557.0	4.044286949949888E-11
558.0	7.218417968688333E-11
559.0	1.281777296493754E-10
560.0	2.2644024198057963E-10
561.0	3.9798355933757194E-10
562.0	6.959004851613233E-10
563.0	1.2105971099412022E-9
564.0	2.095186139158957E-9
565.0	3.607580891312466E-9
566.0	6.179879820137864E-9
567.0	1.0532087706755812E-8
568.0	1.7857447857817496E-8
569.0	3.012276268650169E-8
570.0	5.055227396786063E-8
571.0	8.440284342725172E-8
572.0	1.4019868670092873E-7
573.0	2.3168680423687814E-7
574.0	3.809159331520972E-7
575.0	6.230565481974413E-7
576.0	1.0139026929103774E-6
577.0	1.6414799197583583E-6
578.0	2.6439020295708594E-6
579.0	4.23667966335529E-6
580.0	6.754238375485409E-6
581.0	1.0712667511135266E-5
582.0	1.6903994933666E-5
583.0	2.6536984321590055E-5
584.0	4.144615700558983E-5
585.0	6.440023525859348E-5
586.0	9.955455281579623E-5
587.0	1.5311060902713716E-4
588.0	2.3427175342998472E-4
589.0	3.5661947654325876E-4
590.0	5.400832076582656E-4
591.0	8.137420834298383E-4
592.0	0.001219785214282423
593.0	0.001819074303296757
594.0	0.002698907493949764
595.0	0.003983786407641766
596.0	0.005850252054824096
597.0	0.008547194682957004
598.0	0.012423475291304954
599.0	0.017965242797350726
600.0	0.025846013538259167
601.0	0.03699342398547715
602.0	0.052677599800368506
603.0	0.07462733161338754
604.0	0.10518173586008735
605.0	0.14748682980048344
606.0	0.20574847906124907
607.0	0.28555548884251025
608.0	0.39428919638821525
609.0	0.5416387518516499
610.0	0.7402442897750077
611.0	1.0064933027206797
612.0	1.3614985999037035
613.0	1.8322890869185342
614.0	2.4532470038623617
615.0	3.26782691597779
616.0	4.3305923106908795
617.0	5.709604706269166
618.0	7.489197256696749
619.0	9.773159441290908
620.0	12.688351032012516
621.0	16.38875161885384
622.0	21.059936068636627
623.0	26.923946005278385
624.0	34.24450247737523
625.0	43.33247536338877
626.0	54.55149095243338
627.0	68.32352104193552
628.0	85.13425569620895
629.0	105.53801881366446
630.0	130.16194260323394
631.0	159.7090761743695
632.0	194.96006733197177
633.0	236.77302834269412
634.0	286.08117918214595
635.0	343.88785899896413
636.0	411.2585116113993
637.0	489.30928689042685
638.0	579.1919594725638
639.0	682.0749511966727
640.0	799.1203547317052
641.0	931.4569925101816
642.0	1080.1497052358507
643.0	1246.1652441449182
644.0	1430.3353353674547
645.0	1633.3176859360128
646.0	1855.5559004262977
647.0	2097.239464800179
648.0	2358.265118778587
649.0	2638.201068669566
650.0	2936.255577959058
651.0	3251.2515030631275
652.0	3581.608308079647
653.0	3925.332989238061
654.0	4280.02116418263
655.0	4642.869333992641
656.0	5010.69901163582
657.0	5379.993038105077
658.0	5746.9439894233765
659.0	6107.51413007105
660.0	6457.505909950843
661.0	6792.641553226385
662.0	7108.6498692367795
663.0	7401.35804839565
664.0	7666.785907602529
665.0	7901.239834977677
666.0	8101.403563151311
667.0	8264.422879517733
668.0	8387.981461489135
669.0	8470.365201042096
670.0	8510.512648389624
671.0	8508.049549889385
672.0	8463.305870124621
673.0	8377.314163080817
674.0	8251.788684919124
675.0	8089.085215519797
676.0	7892.142173547933
677.0	7664.404265535553
678.0	7409.730595244365
679.0	7132.2898604622405
680.0	6836.445955443636
681.0	6526.637941164394
682.0	6207.258892473566
683.0	5882.53852075812
684.0	5556.434637578099
685.0	5232.538406933638
686.0	4913.9978833100395
687.0	4603.463526378164
688.0	4303.058233128467
689.0	4014.3729876553384
690.0	3738.4875937379456
691.0	3476.0142588638496
692.0	3227.1601983505657
693.0	2991.804089513217
694.0	2769.5802785253823
695.0	2559.9642404579668
696.0	2362.352974952305
697.0	2176.134778752583
698.0	2000.7440958105658
699.0	1835.6987687782203
700.0	1680.6188213304388
701.0	1535.2276877180384
702.0	1399.338379934814
703.0	1272.8282822483156
704.0	1155.6069790739489
705.0	1047.5817119051835
706.0	948.624748057706
707.0	858.5462114940113
708.0	777.0749006305839
709.0	703.8484491887954
710.0	638.4130238835443
711.0	580.2317279094007
712.0	528.7000886438376
713.0	483.16650649650006
714.0	442.9553409892454
715.0	407.39038355353307
716.0	375.8167594335074
717.0	347.6197423568432
718.0	322.23947986413685
719.0	299.18114507071107
720.0	278.02049649796015
721.0	258.40520350923623
722.0	240.0525614228358
723.0	222.74437485976992
724.0	206.3198406947067
725.0	190.66723209484474
726.0	175.7150956755819
727.0	161.42354821183707
728.0	147.77611854689695
729.0	134.7724410392086
730.0	122.42198087576908
731.0	110.73886587903118
732.0	99.73781697373657
733.0	89.43111007242517
734.0	79.82646350817171
735.0	70.92572386552982
736.0	62.724215312734344
737.0	55.21061963093324
738.0	48.36726283729597
739.0	42.170696981867614
740.0	36.59248036488492
741.0	31.600074644552492
742.0	27.157792130256944
743.0	23.227740391628654
744.0	19.77072383043377
745.0	16.747072908500567
746.0	14.117381263390168
747.0	11.843139006577857
748.0	9.887257159626154
749.0	8.214483538819803
750.0	6.791714558387861
751.0	5.588210505545845
752.0	4.575723971138056
753.0	3.728552424370814
754.0	3.023526526075455
755.0	2.4399458069694937
756.0	1.959472915423318
757.0	1.5659968756753064
758.0	1.2454747947938198
759.0	0.9857603057757066
760.0	0.7764258128635176
761.0	0.6085843777835107
762.0	0.47471590298022204
763.0	0.36850116797702626
764.0	0.284666283805361
765.0	0.21883926363431305
766.0	0.16741967203670408
767.0	0.12746171028281011
768.0	0.09657061464460588
769.0	0.07281187891565613
770.0	0.05463254860425127
771.0	0.04079365854783748
772.0	0.03031278362806493
773.0	0.02241562980578615
774.0	0.016495596740867435
775.0	0.012080282015877885
776.0	0.008803960172242581
777.0	0.006385148727853858
778.0	0.004608461003662514
779.0	0.003310036369921978
780.0	0.0023659282134736075
781.0	0.0016829154929338273
782.0	0.0011912831559588214
783.0	8.39188725546484E-4
784.0	5.882964479623608E-4
785.0	4.1041644849508307E-4
786.0	2.849346301828364E-4
787.0	1.9686008055980946E-4
788.0	1.3535117396719625E-4
789.0	9.261009735064773E-5
790.0	6.305893034831082E-5
791.0	4.2729400896081445E-5
792.0	2.881369486433339E-5
793.0	1.933584013290086E-5
794.0	1.2912760191534355E-5
795.0	8.581576324385264E-6
796.0	5.6755375076924765E-6
797.0	3.7354151137960216E-6
798.0	2.4465984146664053E-6
799.0	1.5946980131589473E-6
800.0	1.0343944009347614E-6
801.0	6.677068225558362E-7
802.0	4.2892110025155843E-7
803.0	2.7419589815347385E-7
804.0	1.7443612910647938E-7
805.0	1.1043427199574011E-7
806.0	6.95766075161079E-8
807.0	4.362290371133998E-8
808.0	2.7218101963382066E-8
809.0	1.690024682980498E-8
810.0	1.0442877973186246E-8
811.0	6.421541648752766E-9
812.0	3.929618129869609E-9
813.0	2.3930586287237653E-9
814.0	1.4502680300684563E-9
815.0	8.746517166717672E-10
816.0	5.24945209781797E-10
817.0	3.135340742753271E-10
818.0	1.86357750597311E-10
819.0	1.1023058650816216E-10
820.0	6.48856592356976E-11
821.0	3.800907226669263E-11
822.0	2.2157347153023526E-11
823.0	1.2854056354381959E-11
824.0	7.420865868775783E-12
825.0	4.263447395730131E-12
826.0	2.43758169889494E-12
827.0	1.3869135688638297E-12
828.0	7.852926964648249E-13
829.0	4.4249224561576514E-13
830.0	2.4812568047771684E-13
831.0	1.384617163248172E-13
832.0	7.689173330749715E-14
833.0	4.2493405338711354E-14
834.0	2.3369819915341606E-14
835.0	1.2790312052565573E-14
836.0	6.966246849317642E-15
837.0	3.775796014362172E-15
838.0	2.0366206012230817E-15
839.0	1.0932102275314669E-15
840.0	5.839681813970443E-16
