470	65.4696947180327
471	68.187333172563
472	71.0709750571595
473	74.1310748101909
474	77.3786622842212
475	80.8253668682155
476	84.4834420617604
477	88.3657904666146
478	92.4859891570677
479	96.8583153866659
480	101.497772584885
481	106.420116593341
482	111.641882087148
483	117.180409123131
484	123.053869752824
485	129.281294634635
486	135.882599576267
487	142.878611935683
488	150.291096806598
489	158.142782912985
490	166.457388136558
491	175.259644602008
492	184.575323247262
493	194.431257810881
494	204.855368176506
495	215.876683026089
496	227.525361770873
497	239.832715753535
498	252.831228749138
499	266.554576840166
500	281.037647806736
501	296.31656026383
502	312.428682902414
503	329.412654363152
504	347.308404507668
505	366.157178176397
506	386.00156296633
507	406.885523169308
508	428.854442840147
509	451.955182090448
510	476.23615223025
511	501.747417438814
512	528.540833410605
513	556.670237115837
514	586.19170672052
515	617.163917187539
516	649.648625575387
517	683.711331117144
518	719.422169471908
519	756.857118901861
520	796.09961949525
521	837.242736037151
522	880.392031986267
523	925.669367646116
524	973.217891529166
525	1023.20856166463
526	1075.84861473079
527	1131.39249679709
528	1190.15588124082
529	1252.53352766882
530	1319.02188029821
531	1390.24746408431
532	1467.00230943014
533	1550.28781737917
534	1641.36866054522
535	1741.8384920764
536	1853.69939448919
537	1979.45712834077
538	2122.23432090336
539	2285.90374845513
540	2475.24379209524
541	2696.11796516406
542	2955.68010035975
543	3262.60632921159
544	3627.35437335159
545	4062.44989088476
546	4582.79868632814
547	5206.02251429723
548	5952.81501220977
549	6847.31302329128
550	7917.47726332214
551	9195.47499022285
552	10718.0560959858
553	12526.9128800623
554	14669.012677365
555	17196.8914562627
556	20168.8953744881
557	23649.3559299843
558	27708.6825646507
559	32423.3541341973
560	37875.7873110774
561	44154.0555581134
562	51351.4267396464
563	59565.6808709336
564	68898.1623792111
565	79452.5143556757
566	91333.036814176
567	104642.608534124
568	119480.114568948
569	135937.331029537
570	154095.237307529
571	174019.755086124
572	195756.954117027
573	219327.816474918
574	244722.71198447
575	271895.804172143
576	300759.673088057
577	331180.501783515
578	362974.219163272
579	395904.015096481
580	429679.636475376
581	463958.829538427
582	498351.211269981
583	532424.731870778
584	565714.736326088
585	597735.455571825
586	627993.570204432
587	656003.308493756
588	681302.383313938
589	703467.956523316
590	722131.758609497
591	736993.49577771
592	747831.74974628
593	754511.714116081
594	756989.305262889
595	755311.419266911
596	749612.359129677
597	740106.706012439
598	727079.132417855
599	710871.834901344
600	691870.384699664
601	670488.848580697
602	647155.018173716
603	622296.509671437
604	596328.368438426
605	569642.650120089
606	542600.268812703
607	515525.221241006
608	488701.129360928
609	462369.90471758
610	436732.234379334
611	411949.523942949
612	388146.907288473
613	365416.941209601
614	343823.63894589
615	323406.551764831
616	304184.673537954
617	286160.011814185
618	269320.733639463
619	253643.850477724
620	239097.45111212
621	225642.523183052
622	213234.423386271
623	201824.064759931
624	191358.889081723
625	181783.685627719
626	173041.306839232
627	165073.318961009
628	157820.613193709
629	151223.991604852
630	145224.732747885
631	139765.135011098
632	134789.03118234
633	130242.265356883
634	126073.122770308
635	122232.703973685
636	118675.236546522
637	115358.319865732
638	112243.100988394
639	109294.382228451
640	106480.663400874
641	103774.124030927
642	101150.553397033
643	98589.2397723068
644	96072.8357306845
645	93587.2250911401
646	91121.4293117676
647	88667.6042335404
648	86221.1832698304
649	83781.2033828792
650	81350.7825245532
651	78937.5847564988
652	76553.9242223634
653	74215.9885077002
654	71941.6337615059
655	69746.4669818089
656	67638.5579244309
657	65612.9948814679
658	63648.2532469751
659	61706.4837131073
660	59738.9807521213
661	57696.3347415683
662	55540.7399211342
663	53256.6016568671
664	50855.7574714346
665	48375.4027054765
666	45869.4595257049
667	43396.4353089643
668	41007.7594999326
669	38739.8768145219
670	36611.5398276583
671	34625.7530768533
672	32774.5157411701
673	31044.2247528781
674	29420.1357531549
675	27889.1559577526
676	26441.0119094843
677	25068.2648730733
678	23765.7353297454
679	22529.7744078298
680	21357.6301920983
681	20246.9969580307
682	19195.7399686273
683	18201.7505264511
684	17262.8830570702
685	16376.9375372543
686	15541.664089491
687	14754.7769317791
688	14013.9713292497
689	13316.9406791013
690	12661.3925419032
691	12045.0631738002
692	11465.7304202766
693	10921.2249553874
694	10409.4399025126
695	9928.33889835306
696	9475.96267731448
697	9050.43426411905
698	8649.96287023595
699	8272.84659514071
700	7917.47403680139
701	7582.32491734578
702	7265.96982978619
703	6967.06921015621
704	6684.37163663975
705	6416.7115534369
706	6163.00651239651
707	5922.25402003087
708	5693.52807157873
709	5475.975447456
710	5268.81184087082
711	5071.3178787102
712	4882.83509114377
713	4702.76187883522
714	4530.54952028963
715	4365.69825576517
716	4207.75347839776
717	4056.30205777135
718	3910.96881614693
719	3771.41317296037
720	3637.32596902552
721	3508.42647813583
722	3384.45961044107
723	3265.1933090745
724	3150.41613900215
725	3039.93506494141
726	2933.57341342433
727	2831.16901263813
728	2732.57250253185
729	2637.64580680698
730	2546.26075778132
731	2458.29786470242
732	2373.64521586142
733	2292.19750479437
734	2213.85517093165
735	2138.52364524362
736	2066.11269171135
737	1996.53583580615
738	1929.70987157276
739	1865.5544393645
740	1803.99166675903
741	1744.9458656813
742	1688.3432792638
743	1634.11187247662
744	1582.18116105321
745	1532.48207371675
746	1484.9468431733
747	1439.50892177628
748	1396.102918182
749	1354.66455170471
750	1315.13062144235
751	1277.43898757966
752	1241.52856258409
753	1207.33931029298
754	1174.81225114776
755	1143.8894720644
756	1114.51413963964
757	1086.6305155815
758	1060.18397342145
759	1035.12101571563
760	1011.38929107563
761	988.937610486799
762	967.715962474824
763	947.675526771613
764	928.768686209786
765	910.949036642917
766	894.171394747162
767	878.391803609977
768	863.567536054245
769	849.657095682198
770	836.620215653768
771	824.417855239155
772	813.012194206075
773	802.36662511893
774	792.445743640551
775	783.215336937596
776	774.642370298558
777	766.694972079093
778	759.342417093141
779	752.555108570551
780	746.304558802732
781	740.563368597542
782	735.305205663308
783	730.504782039719
784	726.137830690562
785	722.181081369884
786	718.612235869327
787	715.40994275023
788	712.553771659615
789	710.024187324508
790	707.80252331421
791	705.870955655243
792	704.212476378688
793	702.810867074666
794	701.650672523754
795	700.717174470185
796	699.996365596868
797	699.474923757501
798	699.14018651642
799	698.98012604234
800	698.98332439775
